orderCode,lane,customer,pickZipCode,dropZipCode,startMarket,endMarket,shipmentStatus,revenue,cost,profit,deliveredDate
"P-106823-2606","BNA → BNA","Back to the Roots, Inc","37217","37184","BNA","BNA","Complete",90,41.15,48.85,"2026-02-23"
"P-45979-2607","IAH → SFO","Worldwide Express","77055","94702","IAH","SFO","Complete",280,625.6,-345.6,"2026-02-23"
"P-34244-2608","LAX → LAX","eShipping - Sunlighten Saunas","92336","90605","LAX","LAX","Complete",125,73.5,51.5,"2026-02-23"
"P-111334-2607","DFW → SAT","Worldwide Express","76140","78228","DFW","SAT","Complete",265,537.49,-272.49,"2026-02-23"
"P-96354-2607","LAX → SEA","Worldwide Express","92870","98106","LAX","SEA","Complete",245,327.31,-82.31,"2026-02-23"
"P-98859-2607","LAX → SEA","Worldwide Express","92870","98106","LAX","SEA","Complete",245,327.31,-82.31,"2026-02-23"
"P-15991-2607","ORD → SEA","Logistics Freight Solutions Inc dba Primo","60131","98001","ORD","SEA","Complete",223,230.97,-7.97,"2026-02-23"
"P-74303-2607","PNS → PNS","Back to the Roots, Inc","32505","32506","PNS","PNS","Complete",60,88.2,-28.2,"2026-02-23"
"P-87043-2607","PHX → PHX","Gopuff","85353","85711","PHX","PHX","Complete",53,69.19,-16.19,"2026-02-23"
"P-36861-2608","LAX → LAS","Priority1","91744","89104","LAX","LAS","Complete",185,140.05,44.95,"2026-02-23"
"P-86898-2607","IND → CVG","Gopuff","46241","45212","IND","CVG","Complete",58,59.31,-1.31,"2026-02-23"
"P-94645-2607","MKE → IAH","Priority1","53209","77098","MKE","IAH","Complete",229.2,205.46,23.74,"2026-02-23"
"P-36443-2607","LAX → SEA","Priority1","91710","98058","LAX","SEA","Complete",263,501.97,-238.97,"2026-02-23"
"P-24313-2608","CLT → CLT","Back to the Roots, Inc","28273","28115","CLT","CLT","Complete",80,48.5,31.5,"2026-02-23"
"P-70427-2608","PIT → PIT","Back to the Roots, Inc","15086","15101","PIT","PIT","Complete",60,140.6,-80.6,"2026-02-23"
"P-25567-2608","ATL → MGM","Back to the Roots, Inc","30297","36801","ATL","MGM","Complete",168,123.77,44.23,"2026-02-23"
"P-28452-2608","LAX → LAX","Worldwide Express","90248","92804","LAX","LAX","Complete",110,112.96,-2.96,"2026-02-23"
"P-102065-2607","ORD → DEN","Worldwide Express","60632","80205","ORD","DEN","Complete",259.02,243.63,15.39,"2026-02-23"
"P-86474-2607","IND → CVG","Gopuff","46241","45214","IND","CVG","Complete",232,235.18,-3.18,"2026-02-23"
"P-166771-2605","ORD → MSY","Worldwide Express","60106","39571","ORD","MSY","Complete",258,285.86,-27.86,"2026-02-23"
"P-67176-2607","EWR → DFW","Worldwide Express","19111","75042","EWR","DFW","Complete",245.2,291.55,-46.35,"2026-02-23"
"P-128775-2607","LAX → LAS","Xtend TMS (dba Valley Companies)","90501","89103","LAX","LAS","Complete",183,138.81,44.19,"2026-02-23"
"P-24048-2608","SFO → SFO","Back to the Roots, Inc","95131","95050","SFO","SFO","Complete",60,41.56,18.44,"2026-02-23"
"P-128225-2607","ATL → ATL","Priority1","30096","30214","ATL","ATL","Complete",143,103.34,39.66,"2026-02-23"
"P-113055-2608","","Back to the Roots, Inc","","60106","","ORD","Complete",0,0,0,"2026-02-23"
"P-92407-2607","TPA → DFW","Worldwide Express","33619","75234","TPA","DFW","Complete",234.84,267.06,-32.22,"2026-02-23"
"P-89187-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94520","LAX","SFO","Complete",390,277.38,112.62,"2026-02-23"
"P-69051-2608","ATL → ATL","Back to the Roots, Inc","30297","30062","ATL","ATL","Complete",66,56.71,9.29,"2026-02-23"
"P-69565-2608","SFO → SFO","Back to the Roots, Inc","95131","94553-5943","SFO","SFO","Complete",93,59.17,33.83,"2026-02-23"
"P-87746-2607","EWR → MIA","Gopuff","08003","33013","EWR","MIA","Complete",50,37.47,12.53,"2026-02-23"
"P-69922-2608","DFW → DFW","Back to the Roots, Inc","75050","76018-5307","DFW","DFW","Complete",60,65.9,-5.9,"2026-02-23"
"P-68812-2608","TPA → TPA","Back to the Roots, Inc","33619","34429","TPA","TPA","Complete",146,96.37,49.63,"2026-02-23"
"P-15095-2608","CVG → ORD","Priority1","41018","60654","CVG","ORD","Complete",184.2,188.76,-4.56,"2026-02-23"
"P-27734-2608","IAH → SAT","Priority1","77031","78130","IAH","SAT","Complete",185,207.35,-22.35,"2026-02-23"
"P-104745-2607","IAD → DEN","Unishippers","22315","80013","IAD","DEN","Complete",269.4,280.46,-11.06,"2026-02-23"
"P-44893-2607","IAD → DFW","Worldwide Express","22304","75042","IAD","DFW","Complete",214.6,233.22,-18.62,"2026-02-23"
"P-73735-2607","BNA → BNA","Back to the Roots, Inc","37217","37087","BNA","BNA","Complete",60,39.59,20.41,"2026-02-23"
"P-87238-2607","PHX → PHX","Gopuff","85353","85719","PHX","PHX","Complete",106,136.68,-30.68,"2026-02-23"
"P-87602-2607","EWR → MIA","Gopuff","08003","33431","EWR","MIA","Complete",50,61.73,-11.73,"2026-02-23"
"P-109774-2607","LAX → PHX","Aqua US Trade LLC","91761","85260","LAX","PHX","Complete",242,371.44,-129.44,"2026-02-23"
"P-128616-2607","LAX → LAX","Logistics Freight Solutions Inc dba Primo","90220","93551","LAX","LAX","Complete",245,101.29,143.71,"2026-02-23"
"P-122147-2607","ATL → SAV","Back to the Roots, Inc","30297","31322-9716","ATL","SAV","Complete",264.26,238.75,25.51,"2026-02-23"
"P-135551-2606","GSO → LAX","Worldwide Express","27235","90720","GSO","LAX","Complete",277.06,481.75,-204.69,"2026-02-23"
"P-86533-2607","PHX → PHX","Gopuff","85353","85012","PHX","PHX","Complete",53,38.52,14.48,"2026-02-23"
"P-31887-2607","LAX → MIA","UTB Logistics","92833","33178","LAX","MIA","Complete",1832.22,1911.32,-79.1,"2026-02-23"
"P-71423-2607","BWI → MIA","UTB Logistics","21076","33178","BWI","MIA","Complete",246.6,238.81,7.79,"2026-02-23"
"P-78069-2607","EWR → DFW","Worldwide Express","07647","75238","EWR","DFW","Complete",245.2,285.28,-40.08,"2026-02-23"
"P-120792-2607","SLC → BOI","Worldwide Express","84401","83687","SLC","BOI","Complete",130,137.69,-7.69,"2026-02-23"
"P-68789-2608","","Back to the Roots, Inc","30297","31811","ATL","","Complete",142,120.11,21.89,"2026-02-23"
"P-21898-2606","CMH → CMH","Gopuff","43228","43214","CMH","CMH","Complete",340,224.16,115.84,"2026-02-23"
"P-79963-2607","IAH → CLT","TGR Logistics Inc","77433","28027","IAH","CLT","Complete",262.76,163.36,99.4,"2026-02-23"
"P-104784-2607","DFW → CMH","Priority1","76104","43228","DFW","CMH","Complete",219.2,300.88,-81.68,"2026-02-23"
"P-102418-2607","LAX → DFW","Priority1","90013","75229","LAX","DFW","Complete",298,245.7,52.3,"2026-02-23"
"P-109267-2607","SFO → SFO","Gopuff (Bevmo!)","94806","95304","SFO","SFO","Complete",195,300,-105,"2026-02-23"
"P-108955-2607","SFO → SFO","Gopuff (Bevmo!)","94806","95304","SFO","SFO","Complete",65,100,-35,"2026-02-23"
"P-38508-2608","MIA → MIA","Worldwide Express","33172","33487","MIA","MIA","Complete",110,94.01,15.99,"2026-02-23"
"P-89228-2607","EWR → TPA","Gopuff","08003","33612","EWR","TPA","Complete",150,153.31,-3.31,"2026-02-23"
"P-27026-2608","LAX → LAX","Priority1","90221","93001","LAX","LAX","Complete",147,122.16,24.84,"2026-02-23"
"P-87491-2607","EWR → MIA","Gopuff","08003","33324","EWR","MIA","Complete",50,44.77,5.23,"2026-02-23"
"P-37707-2607","EWR → IAH","InXpress LLC","08837","77380","EWR","IAH","Complete",495.4,369.5,125.9,"2026-02-23"
"P-70979-2607","IAH → BWI","Worldwide Express","77055","20774","IAH","BWI","Complete",510.4,416.01,94.39,"2026-02-23"
"P-88744-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90803","LAX","LAX","Complete",110,89.04,20.96,"2026-02-23"
"P-66939-2605","EWR → SFO","FreightCenter Inc","11101","94158","EWR","SFO","Complete",520.4,675.72,-155.32,"2026-02-23"
"P-86169-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90036","LAX","LAX","Complete",55,58.03,-3.03,"2026-02-23"
"P-89243-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90036","LAX","LAX","Complete",110,116.07,-6.07,"2026-02-23"
"P-69504-2608","IND → ORD","Back to the Roots, Inc","46241","61849-1134","IND","ORD","Complete",188,280,-92,"2026-02-23"
"P-88395-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94501","LAX","SFO","Complete",195,149.75,45.25,"2026-02-23"
"P-70706-2607","ORD → MIA","The Bazaar Inc.","60171","33182","ORD","MIA","Complete",401,380.96,20.04,"2026-02-23"
"P-103092-2607","LAX → PDX","Pentonix Freight","92704","97267","LAX","PDX","Complete",238,313.45,-75.45,"2026-02-23"
"P-113981-2606","ATL → DFW","Priority1","30067","76117","ATL","DFW","Complete",215.4,205.85,9.55,"2026-02-23"
"P-65943-2607","IAH → TYS","Elogistek LLC","77035","37738","IAH","TYS","Complete",225,186.87,38.13,"2026-02-23"
"P-85734-2607","IAD → DFW","Worldwide Express","22315","75243","IAD","DFW","Complete",214.6,236.27,-21.67,"2026-02-23"
"P-86961-2607","PHX → PHX","Gopuff","85353","85257","PHX","PHX","Complete",53,39.53,13.47,"2026-02-23"
"P-69237-2608","PHX → PHX","Back to the Roots, Inc","85353","85053","PHX","PHX","Complete",60,47.8,12.2,"2026-02-23"
"P-73617-2608","LAX → SAN","Priority1","90058","92101","LAX","SAN","Complete",146,132.42,13.58,"2026-02-23"
"P-95202-2607","EWR → DFW","Ace Screws","07727","76135","EWR","DFW","Complete",1503.86,953.35,550.51,"2026-02-23"
"P-127276-2606","SFO → SFO","Back to the Roots, Inc","95131","95127","SFO","SFO","Complete",60,41.53,18.47,"2026-02-23"
"P-95778-2607","MIA → IAD","Priority1","33167","22044","MIA","IAD","Complete",218.84,218.43,0.41,"2026-02-23"
"P-83411-2607","LAX → LAX","Worldwide Express","90248","92705","LAX","LAX","Complete",200,72.41,127.59,"2026-02-23"
"P-107534-2607","RDU → RDU","Gopuff","27703","27701","RDU","RDU","Complete",165,77.9,87.1,"2026-02-23"
"P-122447-2607","IAH → SHV","Back to the Roots, Inc","77055","71405","IAH","SHV","Complete",237.62,228.48,9.14,"2026-02-23"
"P-23484-2608","TPA → TPA","Worldwide Express","33773","34606","TPA","TPA","Complete",140,152.51,-12.51,"2026-02-23"
"P-108939-2607","SFO → SFO","Gopuff (Bevmo!)","94806","95367","SFO","SFO","Complete",150,240,-90,"2026-02-23"
"P-107641-2607","SFO → SFO","Gopuff (Bevmo!)","94806","95367","SFO","SFO","Complete",75,120,-45,"2026-02-23"
"P-102692-2607","DEN → ORD","Worldwide Express","80222","60123","DEN","ORD","Complete",233,261.54,-28.54,"2026-02-23"
"P-93403-2606","LAX → BNA","InXpress LLC","90058","37066","LAX","BNA","Complete",1465.04,1506.59,-41.55,"2026-02-23"
"P-112266-2607","CMH → TPA","Priority1","43223","33701","CMH","TPA","Complete",236,268.45,-32.45,"2026-02-23"
"P-12682-2608","LAX → LAS","Aqua US Trade LLC","90058","89147","LAX","LAS","Complete",176,137,39,"2026-02-23"
"P-89726-2605","LAX → SMF","Jollibee Foods Corporation - West","91744","94533","LAX","SMF","Complete",195,176.39,18.61,"2026-02-23"
"P-88947-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94014","LAX","SFO","Complete",195,141.8,53.2,"2026-02-23"
"P-22747-2606","CMH → CMH","Gopuff","43228","43223","CMH","CMH","Complete",150,107.97,42.03,"2026-02-23"
"P-96971-2606","LAX → HSV","Worldwide Express","91766","37330","LAX","HSV","Complete",1008.6,1093.57,-84.97,"2026-02-23"
"P-86736-2607","PHX → PHX","Gopuff","85353","85029","PHX","PHX","Complete",53,47.55,5.45,"2026-02-23"
"P-88433-2607","EWR → TPA","Gopuff","08003","33713","EWR","TPA","Complete",240,205.69,34.31,"2026-02-23"
"P-69027-2608","DFW → DFW","Back to the Roots, Inc","75050","76039","DFW","DFW","Complete",60,64.15,-4.15,"2026-02-23"
"P-88472-2607","SAN → SAN","Gopuff (Bevmo!)","92064","92110","SAN","SAN","Complete",120,99.99,20.01,"2026-02-23"
"P-86778-2607","SAN → SAN","Gopuff (Bevmo!)","92064","92110","SAN","SAN","Complete",60,49.99,10.01,"2026-02-23"
"P-125988-2607","LAX → LAS","Efreight Logistics","90670","89141","LAX","LAS","Complete",181,230.05,-49.05,"2026-02-23"
"P-29813-2607","LAX → MIA","GLB Trucking LLC dba GLB Solutions","91105","33458","LAX","MIA","Complete",387.2,516.17,-128.97,"2026-02-23"
"P-120758-2607","MIA → CLT","Priority1","33069","28217","MIA","CLT","Complete",195,150.65,44.35,"2026-02-23"
"P-86916-2607","IND → DAY","Gopuff","46241","45402","IND","DAY","Complete",174,180.51,-6.51,"2026-02-23"
"P-86124-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90230","LAX","LAX","Complete",55,59.3,-4.3,"2026-02-23"
"P-88975-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90230","LAX","LAX","Complete",110,118.59,-8.59,"2026-02-23"
"P-88536-2607","EWR → MIA","Gopuff","08003","33127","EWR","MIA","Complete",200,184.5,15.5,"2026-02-23"
"P-107966-2607","SFO → SFO","Gopuff (Bevmo!)","94806","95356","SFO","SFO","Complete",75,93.33,-18.33,"2026-02-23"
"P-108759-2607","SFO → SFO","Gopuff (Bevmo!)","94806","95356","SFO","SFO","Complete",0,186.67,-186.67,"2026-02-23"
"P-107743-2607","","Gopuff (Bevmo!)","94806","95380","SFO","","Complete",270,240,30,"2026-02-23"
"P-109032-2607","","Gopuff (Bevmo!)","94806","95380","SFO","","Complete",90,80,10,"2026-02-23"
"P-26468-2608","LAX → LAX","Worldwide Express","92821","92337","LAX","LAX","Complete",110,83.16,26.84,"2026-02-23"
"P-88527-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94015","LAX","SFO","Complete",195,141.6,53.4,"2026-02-23"
"P-67737-2607","DEN → DEN","Gopuff","80239","80033","DEN","DEN","Complete",50,69.51,-19.51,"2026-02-23"
"P-110093-2605","GSO → LAX","Priority1","24148","90620","GSO","LAX","Complete",342.96,536.61,-193.65,"2026-02-23"
"P-112716-2607","LAX → SFO","Nolan Transportation Group","90058","94552","LAX","SFO","Complete",333.75,135.17,198.58,"2026-02-23"
"P-86134-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90048","LAX","LAX","Complete",55,37.02,17.98,"2026-02-23"
"P-89141-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90048","LAX","LAX","Complete",110,74.03,35.97,"2026-02-23"
"P-110017-2607","LAX → LAX","Priority1","90248","91311","LAX","LAX","Complete",279.25,287.08,-7.83,"2026-02-23"
"P-88948-2607","SAN → SAN","Gopuff (Bevmo!)","92064","91915","SAN","SAN","Complete",60,68.28,-8.28,"2026-02-23"
"P-87321-2607","SAN → SAN","Gopuff (Bevmo!)","92064","91915","SAN","SAN","Complete",60,68.28,-8.28,"2026-02-23"
"P-67621-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92881","LAX","LAX","Complete",130,75.89,54.11,"2026-02-23"
"P-68859-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92881","LAX","LAX","Complete",110,151.77,-41.77,"2026-02-23"
"P-89652-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94590","LAX","SFO","Complete",195,174.66,20.34,"2026-02-23"
"P-41446-2607","MIA → BWI","Target Freight Management, Inc","33166","20707","MIA","BWI","Complete",427.93,373.64,54.29,"2026-02-23"
"P-32089-2607","EWR → SEA","InXpress LLC","08837","98424","EWR","SEA","Complete",242.9,222.07,20.83,"2026-02-23"
"P-67909-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92591","LAX","LAX","Complete",345,329.69,15.31,"2026-02-23"
"P-68801-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92591","LAX","LAX","Complete",255,219.8,35.2,"2026-02-23"
"P-88333-2607","EWR → TPA","Gopuff","08003","33602","EWR","TPA","Complete",225,194.31,30.69,"2026-02-23"
"P-87375-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92604","LAX","LAX","Complete",55,42.77,12.23,"2026-02-23"
"P-89195-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92604","LAX","LAX","Complete",55,42.77,12.23,"2026-02-23"
"P-89328-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94080","LAX","SFO","Complete",195,141.43,53.57,"2026-02-23"
"P-103225-2607","MIA → ORD","Worldwide Express","33181","60077","MIA","ORD","Complete",220,197.73,22.27,"2026-02-23"
"P-86717-2607","PHX → PHX","Gopuff","85353","85308","PHX","PHX","Complete",53,47,6,"2026-02-23"
"P-108731-2606","RDU → LAX","Worldwide Express","27703","91355","RDU","LAX","Complete",267.06,484.28,-217.22,"2026-02-23"
"P-67429-2607","DEN → DEN","Gopuff","80239","80030","DEN","DEN","Complete",50,68.86,-18.86,"2026-02-23"
"P-108454-2607","SFO → SFO","Gopuff (Bevmo!)","94806","94904","SFO","SFO","Complete",65,50.97,14.03,"2026-02-23"
"P-36126-2607","MIA → MSP","Worldwide Express","33304","55120","MIA","MSP","Complete",268.48,294.48,-26,"2026-02-23"
"P-86231-2607","PHX → PHX","Gopuff","85353","85224","PHX","PHX","Complete",106,103.93,2.07,"2026-02-23"
"P-88878-2607","SAN → SAN","Gopuff (Bevmo!)","92064","92108","SAN","SAN","Complete",120,98.66,21.34,"2026-02-23"
"P-73169-2607","SFO → SFO","Back to the Roots, Inc","95131","94539","SFO","SFO","Complete",60,51.84,8.16,"2026-02-23"
"P-89307-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90503","LAX","LAX","Complete",55,46.04,8.96,"2026-02-23"
"P-86497-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90503","LAX","LAX","Complete",55,46.04,8.96,"2026-02-23"
"P-73989-2608","ATL → ATL","Logistics Freight Solutions Inc dba Primo","30297","30294","ATL","ATL","Complete",94,57.49,36.51,"2026-02-23"
"P-109078-2607","SFO → SMF","Gopuff (Bevmo!)","94806","95242","SFO","SMF","Complete",75,120,-45,"2026-02-23"
"P-107891-2607","SFO → SMF","Gopuff (Bevmo!)","94806","95242","SFO","SMF","Complete",150,240,-90,"2026-02-23"
"P-87461-2607","EWR → MIA","Gopuff","08003","33304","EWR","MIA","Complete",200,183.78,16.22,"2026-02-23"
"P-12546-2608","LAX → LAX","Worldwide Express","91761","92346","LAX","LAX","Complete",110,73.76,36.24,"2026-02-23"
"P-49952-2607","BNA → BNA","Back to the Roots, Inc","37217","37015","BNA","BNA","Complete",75,40.48,34.52,"2026-02-23"
"P-86484-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90266","LAX","LAX","Complete",55,54.75,0.25,"2026-02-23"
"P-88806-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90266","LAX","LAX","Complete",110,109.51,0.49,"2026-02-23"
"P-73224-2607","PNS → PNS","Back to the Roots, Inc","32505","32504","PNS","PNS","Complete",99.6,85.69,13.91,"2026-02-23"
"P-108586-2607","SFO → SMF","Gopuff (Bevmo!)","94806","95207","SFO","SMF","Complete",375,166.67,208.33,"2026-02-23"
"P-82294-2606","MIA → SFO","FreightCenter Inc","33149","94066","MIA","SFO","Complete",426.2,417.86,8.34,"2026-02-23"
"P-88419-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92627","LAX","LAX","Complete",55,40.73,14.27,"2026-02-23"
"P-86996-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92627","LAX","LAX","Complete",55,40.73,14.27,"2026-02-23"
"P-95011-2606","PDX → ORD","Imperfect Foods","97202","60164","PDX","ORD","Complete",239.8,257.57,-17.77,"2026-02-23"
"P-89326-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90025","LAX","LAX","Complete",55,37.69,17.31,"2026-02-23"
"P-86503-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90025","LAX","LAX","Complete",55,37.69,17.31,"2026-02-23"
"P-86525-2607","PHX → PHX","Gopuff","85353","85301","PHX","PHX","Complete",53,46.15,6.85,"2026-02-23"
"P-136129-2604","CMH → ORD","Aritzia (United States of Aritzia)","43125","60173","CMH","ORD","Complete",200,162.5,37.5,"2026-02-23"
"P-89307-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94587","LAX","SFO","Complete",195,146.98,48.02,"2026-02-23"
"P-118691-2607","MCO → ORD","Priority1","32808","60191","MCO","ORD","Complete",237.6,278.38,-40.78,"2026-02-23"
"P-136094-2604","CMH → ORD","Aritzia (United States of Aritzia)","43125","60656","CMH","ORD","Complete",200,162.5,37.5,"2026-02-23"
"P-18411-2608","ATL → ORD","Worldwide Express","30043","60016","ATL","ORD","Complete",192.21,251.6,-59.39,"2026-02-23"
"P-88864-2607","LAX → LAX","Gopuff (Bevmo!)","90021","91381","LAX","LAX","Complete",55,61.1,-6.1,"2026-02-23"
"P-86148-2607","LAX → LAX","Gopuff (Bevmo!)","90021","91381","LAX","LAX","Complete",55,61.1,-6.1,"2026-02-23"
"P-87111-2607","PHX → PHX","Gopuff","85353","85282","PHX","PHX","Complete",106,100.2,5.8,"2026-02-23"
"P-89256-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90505","LAX","LAX","Complete",55,46.31,8.69,"2026-02-23"
"P-86154-2607","LAX → LAX","Gopuff (Bevmo!)","90021","90505","LAX","LAX","Complete",55,46.31,8.69,"2026-02-23"
"P-67666-2607","LAX → LAX","Gopuff (Bevmo!)","90021","91710","LAX","LAX","Complete",130,79.18,50.82,"2026-02-23"
"P-69304-2607","LAX → LAX","Gopuff (Bevmo!)","90021","91710","LAX","LAX","Complete",185,120.86,64.14,"2026-02-23"
"P-88087-2607","SAN → SAN","Gopuff (Bevmo!)","92064","92108","SAN","SAN","Complete",180,193.43,-13.43,"2026-02-23"
"P-87014-2607","PHX → PHX","Gopuff","85353","85210","PHX","PHX","Complete",53,40.53,12.47,"2026-02-23"
"P-127855-2604","CMH → LAX","Aritzia (United States of Aritzia)","43125","91303","CMH","LAX","Complete",75,62.41,12.59,"2026-02-23"
"P-108228-2607","SFO → SFO","Gopuff (Bevmo!)","94806","94118","SFO","SFO","Complete",130,106.56,23.44,"2026-02-23"
"P-89448-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","94513","LAX","SFO","Complete",195,172.78,22.22,"2026-02-23"
"P-44308-2608","SFO → SMF","Gopuff (Bevmo!)","94806","95758","SFO","SMF","Complete",225,204.13,20.87,"2026-02-23"
"P-114971-2606","MKE → MIA","Worldwide Express","53132","33010","MKE","MIA","Complete",523.2,762.45,-239.25,"2026-02-23"
"P-34142-2608","MIA → MIA","Worldwide Express","33182","33412","MIA","MIA","Complete",110,107.32,2.68,"2026-02-23"
"P-87828-2607","EWR → MIA","Gopuff","08003","33150","EWR","MIA","Complete",100,54.18,45.82,"2026-02-23"
"P-127911-2604","CMH → LAS","Aritzia (United States of Aritzia)","43125","89109","CMH","LAS","Complete",390,474.21,-84.21,"2026-02-23"
"P-86832-2607","PHX → PHX","Gopuff","85353","85043","PHX","PHX","Complete",106,90.13,15.87,"2026-02-23"
"P-127834-2604","CMH → SAN","Aritzia (United States of Aritzia)","43125","92122","CMH","SAN","Complete",100,86.77,13.23,"2026-02-23"
"P-128009-2604","CMH → PHX","Aritzia (United States of Aritzia)","43125","85254","CMH","PHX","Complete",380,146.39,233.61,"2026-02-23"
"P-128062-2604","CMH → JAX","Aritzia (United States of Aritzia)","43125","32246","CMH","JAX","Complete",375,400,-25,"2026-02-23"
"P-89519-2605","LAX → SFO","Jollibee Foods Corporation - West","91744","95035","LAX","SFO","Complete",390,264.09,125.91,"2026-02-23"
"P-135858-2604","CMH → DFW","Aritzia (United States of Aritzia)","43125","76092","CMH","DFW","Complete",100,75,25,"2026-02-23"
"P-135862-2604","CMH → DFW","Aritzia (United States of Aritzia)","43125","75024","CMH","DFW","Complete",150,139.45,10.55,"2026-02-23"
"P-88605-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92694","LAX","LAX","Complete",70,42.08,27.92,"2026-02-23"
"P-136074-2604","CMH → ORD","Aritzia (United States of Aritzia)","43125","60523","CMH","ORD","Complete",200,162.5,37.5,"2026-02-23"
"P-87254-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92677","LAX","LAX","Complete",55,109.2,-54.2,"2026-02-23"
"P-88008-2607","LAX → LAX","Gopuff (Bevmo!)","90021","92677","LAX","LAX","Complete",55,109.2,-54.2,"2026-02-23"
"P-128114-2604","CMH → AUS","Aritzia (United States of Aritzia)","43125","78758","CMH","AUS","Complete",275,414.41,-139.41,"2026-02-23"
"P-128083-2604","CMH → MIA","Aritzia (United States of Aritzia)","43125","33410","CMH","MIA","Complete",195,68.29,126.71,"2026-02-23"
"P-127927-2604","CMH → LAS","Aritzia (United States of Aritzia)","43125","89106","CMH","LAS","Complete",390,475.79,-85.79,"2026-02-23"
"P-12382-2608","SFO → SMF","Gopuff (Bevmo!)","94806","95834","SFO","SMF","Complete",75,92.5,-17.5,"2026-02-23"
"P-42545-2608","SFO → SMF","Gopuff (Bevmo!)","94806","95834","SFO","SMF","Complete",225,277.5,-52.5,"2026-02-23"
"P-127881-2604","CMH → LAX","Aritzia (United States of Aritzia)","43125","92230","CMH","LAX","Complete",300,92.53,207.47,"2026-02-23"
"P-128126-2604","CMH → IAH","Aritzia (United States of Aritzia)","43125","77056","CMH","IAH","Complete",475,238.68,236.32,"2026-02-23"
"P-11838-2608","SFO → SMF","Gopuff (Bevmo!)","94806","95811","SFO","SMF","Complete",150,91.67,58.33,"2026-02-23"
"P-42537-2608","SFO → SMF","Gopuff (Bevmo!)","94806","95811","SFO","SMF","Complete",300,183.33,116.67,"2026-02-23"
"P-136117-2604","CMH → ORD","Aritzia (United States of Aritzia)","43125","60077","CMH","ORD","Complete",200,162.5,37.5,"2026-02-23"
"P-125924-2607","LAX → LAX","eShipping - Sunlighten Saunas","92336","90245","LAX","LAX","Complete",125,113.82,11.18,"2026-02-23"
"P-88309-2607","EWR → MIA","Gopuff","08003","33135","EWR","MIA","Complete",200,110.73,89.27,"2026-02-23"
"P-136085-2604","CMH → ORD","Aritzia (United States of Aritzia)","43125","60611","CMH","ORD","Complete",200,166.39,33.61,"2026-02-23"
"P-44804-2608","SFO → SMF","Gopuff (Bevmo!)","94806","95825","SFO","SMF","Complete",210,206.25,3.75,"2026-02-23"
"P-11475-2608","SFO → SMF","Gopuff (Bevmo!)","94806","95825","SFO","SMF","Complete",70,68.75,1.25,"2026-02-23"
"P-128052-2604","CMH → TPA","Aritzia (United States of Aritzia)","43125","33607","CMH","TPA","Complete",250,200,50,"2026-02-23"
"P-88721-2607","SAN → SAN","Gopuff (Bevmo!)","92064","91942","SAN","SAN","Complete",120,100.9,19.1,"2026-02-23"
"P-87071-2607","SAN → SAN","Gopuff (Bevmo!)","92064","91942","SAN","SAN","Complete",60,50.45,9.55,"2026-02-23"
"P-87515-2607","EWR → MCO","Gopuff","08003","32805","EWR","MCO","Complete",195,183.64,11.36,"2026-02-23"
"P-96609-2607","AVP → STL","Saks OFF 5th","18702","63131","AVP","STL","Complete",2368,1750,618,"2026-02-23"
"P-126824-2607","CMH → ORD","Aritzia (eComm)","43125","60007","CMH","ORD","Complete",195,162.5,32.5,"2026-02-23"
"P-109244-2607","SFO → SFO","Gopuff (Bevmo!)","94806","94109","SFO","SFO","Complete",195,187.5,7.5,"2026-02-23"
"P-108694-2607","SFO → SFO","Gopuff (Bevmo!)","94806","94109","SFO","SFO","Complete",65,62.5,2.5,"2026-02-23"
